0.1, 0.996096, 0.996037, 0.99617
0.2, 0.992207, 0.9921, 0.99234
0.3, 0.988333, 0.988189, 0.988511
0.4, 0.984475, 0.984303, 0.984681
0.5, 0.980632, 0.980443, 0.980851
0.6, 0.976803, 0.976607, 0.977021
0.7, 0.97299, 0.972795, 0.973192
0.8, 0.969191, 0.969006, 0.969362
0.9, 0.965407, 0.965241, 0.965532
1, 0.961638, 0.961498, 0.961702
1.1, 0.957839, 0.957777, 0.957851
1.2, 0.953781, 0.954077, 0.953868
1.3, 0.949739, 0.950399, 0.949884
1.4, 0.945715, 0.94674, 0.9459
1.5, 0.941708, 0.943102, 0.941917
1.6, 0.937717, 0.939483, 0.937933
1.7, 0.933744, 0.935882, 0.93395
1.8, 0.929787, 0.932301, 0.929966
1.9, 0.925847, 0.928737, 0.925983
2, 0.921924, 0.925192, 0.921999
2.1, 0.918017, 0.921664, 0.91802
2.2, 0.914107, 0.918152, 0.914185
2.3, 0.910214, 0.914658, 0.910349
2.4, 0.906337, 0.91118, 0.906514
2.5, 0.902477, 0.907718, 0.902679
2.6, 0.898633, 0.904272, 0.898844
2.7, 0.894805, 0.900841, 0.895009
2.8, 0.890994, 0.897426, 0.891174
2.9, 0.887199, 0.894026, 0.887339
3, 0.88342, 0.890641, 0.883504
3.1, 0.879658, 0.88727, 0.879669
3.2, 0.875913, 0.883914, 0.875976
3.3, 0.872184, 0.880572, 0.872306
3.4, 0.868472, 0.877244, 0.868635
3.5, 0.864775, 0.87393, 0.864965
3.6, 0.861094, 0.87063, 0.861295
3.7, 0.857429, 0.867344, 0.857625
3.8, 0.853779, 0.864071, 0.853955
3.9, 0.850145, 0.860811, 0.850284
4, 0.846526, 0.857565, 0.846614
4.1, 0.842923, 0.854331, 0.842944
4.2, 0.839288, 0.851111, 0.839341
4.3, 0.835651, 0.847903, 0.835764
4.4, 0.83203, 0.844708, 0.832187
4.5, 0.828425, 0.841526, 0.82861
4.6, 0.824835, 0.838357, 0.825034
4.7, 0.821261, 0.835199, 0.821457
4.8, 0.817702, 0.832055, 0.81788
4.9, 0.814158, 0.828922, 0.814303
5, 0.81063, 0.825802, 0.810726
5.1, 0.807118, 0.822694, 0.807149
5.2, 0.803698, 0.819598, 0.803737
5.3, 0.800348, 0.816513, 0.800442
5.4, 0.797012, 0.813441, 0.797148
5.5, 0.79369, 0.810381, 0.793853
5.6, 0.790381, 0.807332, 0.790558
5.7, 0.787087, 0.804295, 0.787264
5.8, 0.783806, 0.80127, 0.783969
5.9, 0.780539, 0.798256, 0.780675
6, 0.777285, 0.795254, 0.77738
6.1, 0.774046, 0.792263, 0.774086
6.2, 0.770728, 0.789284, 0.770757
6.3, 0.767282, 0.786316, 0.767374
6.4, 0.763851, 0.783359, 0.763992
6.5, 0.760436, 0.780414, 0.760609
6.6, 0.757036, 0.777479, 0.757227
6.7, 0.753652, 0.774556, 0.753844
6.8, 0.750282, 0.771644, 0.750462
6.9, 0.746927, 0.768743, 0.747079
7, 0.743588, 0.765853, 0.743697
7.1, 0.740263, 0.762974, 0.740314
7.2, 0.737047, 0.760106, 0.737063
7.3, 0.734085, 0.757248, 0.734152
7.4, 0.731136, 0.754402, 0.731241
7.5, 0.728198, 0.751566, 0.72833
7.6, 0.725272, 0.748741, 0.725419
7.7, 0.722358, 0.745927, 0.722509
7.8, 0.719456, 0.743123, 0.719598
7.9, 0.716565, 0.74033, 0.716687
8, 0.713686, 0.737547, 0.713776
8.1, 0.710819, 0.734775, 0.710865
8.2, 0.707925, 0.732013, 0.707935
8.3, 0.704811, 0.729262, 0.704881
8.4, 0.701711, 0.726521, 0.701827
8.5, 0.698625, 0.72379, 0.698773
8.6, 0.695552, 0.72107, 0.695719
8.7, 0.692492, 0.71836, 0.692665
8.8, 0.689446, 0.71566, 0.689611
8.9, 0.686414, 0.71297, 0.686557
9, 0.683394, 0.71029, 0.683503
9.1, 0.680388, 0.707621, 0.680449
9.2, 0.677396, 0.704961, 0.677396
9.3, 0.674551, 0.702312, 0.674605
9.4, 0.671719, 0.699672, 0.671815
9.5, 0.668898, 0.697043, 0.669024
9.6, 0.666089, 0.694423, 0.666234
9.7, 0.663292, 0.691813, 0.663443
9.8, 0.660507, 0.689213, 0.660653
9.9, 0.657733, 0.686623, 0.657862
10, 0.654971, 0.684043, 0.655071
